review,rating
"Kampus Mulawarman ini memang terkenal,5 bintang
banyak tanaman hias dan pohon di kompleks rektorat kampus""",5
"Univ terbesar di kalimantan timur, melahirkan mahasiswa/i yang berkualitas.. semoga selalu menjadi minat utama anak muda saat ini,5 bintang
Hotel Reddoorz yang bisa aku rekomandasikan di area unmul untuk keluarga di saat wisuda",5
"Univ terbesar di kalimantan timur, melahirkan mahasiswa/i yang berkualita,4 bintang
Ada beberapa Hotel Reddoorz yang bisa aku rekomandasikan di area unmul untuk keluarga di saat wisuda. Bisa dapat diskon dan bisa bayar di tempat .. 081255229961",5
"Badan Layanan Umum pertama di Kaltim. ... universitas mandiri, terakreditasi A. Free UKT untuk mahasiswa bidik misi...menyediakan berbagai beasiswa.",4
"Badan Layanan Umum pertama di Kaltim. ... universitas mandiri, terakreditasi A. Uang Kuliah Tunggal (UKT) tergantung besaran penghasilan atau profesi orang tua. Free UKT untuk mahasiswa bidik misi...menyediakan berbagai beasiswa.",4
banyak fakultas,4
Fasilitas cukup,4
Tempat rektorat Unmul dan punya tempat yang luas,5
Tempat rektorat Unmul dan punya tempat yang luas untuk mendukung mahasiswa untuk mengurus Keperluan dan kepentingan yang berhubungan dengan Akademik dan non-akademik,5
"asri dan sejuk, mahasiswanya pun",5
"Lokasinya mantap, asri dan sejuk, mahasiswanya pun ada yang datang dari luar daerah, sebuah lokasi pendidikan yang recomendid sekali",5
"Karena saya ingin meneruskan perjuangan saya untuk meraih cita cita saya ditempat yang saya ingin""kan dan saya idam""kan yaitu universitas mulawarman..😊 semoga terlaksana bisa menjadi bagian dari keluarga besar mahasiswa UNMUL...😊",5
Karena saya ingin meneruskan perjuangan saya untuk,5
"Kamis, 8 Oktober 2020. Serikat mahasiswa melakukan demo menolak UU Cipta Kerja.",5
Ingin menjadi anak mahasiswa yg bisa membanggakan ibu,1
Ingin menjadi anak mahasiswa yg bisa membanggakan ibu,1
"Banyak Mahasiswi,cuci mata dulu",5
"Banyak Mahasiswi,cuci mata dulu kita wall",5
banyak mahasiswa asal daerah lain di Kaltim-Kaltara yang belajar disini,5
Uang Kuliah Tunggal (UKT) tergantung besaran penghasilan atau profesi orang tua,3
sebuah lokasi pendidikan yang recomendid sekali,5
"meraih cita cita saya ditempat yang saya ingin""",4
kan dan saya idam,1
kan yaitu universitas mulawarman..😊 semoga terlaksana bisa menjadi bagian dari keluarga besar mahasiswa UNMUL...😊,5
Wajib dikunjungi Fakultas Teknik,5
banyak gedung yang ga kepake,3
sering lihat dosen biasa aja ganiat ngjaar,2
terima aku plissss unmul,5
aku dah daftar min mul😊😊😊,5
luasss ya unmul ini,4
kirain cuma 1 aja ternyata banyak banget ya kampus unmul,4
kereennn universitasku,5
bagusss,4
4 tahun di Fkip unmul,5
semanggatt unmul,5
gor kapan di renov,3
jumlah mahasiswa terbesar di Kalimantan,5
Kampus utamanya terletak di Gunung Kelua yang lainnya ada didaerah lain,5
kerja di jam kerja tidak harus pulang larut malam,3
Kampusnya cukup luas dan cukup bersih dan nyaman..,5
UKT kemahalan,1
beasiswa ga disosialisasikan kah,2
Kampus tercinta ku,5
bismillahhh,4
banyak gedung baru yang dibangun tapi ada banyak gedung yang terbengkalai tu ga diurus,3
"kita akan selalu rindu dengan suasana  rindangnya hijau pepohonan, diskusi kecil disudut-sudut taman.",5
Longmarch keliling kampus dari satu fakultas ke fakultas lain untuk turun aksi bersama,5
Telah banyak perubahan dikampus ini semoga menjadi lebih baik lagi. Dan kalau bisa masuk dalam 5 besar kampus terbaik di indonesia,5
Kampusnya cukup luas dan cukup bersih dan nyaman,4
Setelah dilakukan penataan beberapa waktu sebelumnya tampilan gerbang utama kampus ini (akses dari Jalan M. Yamin) menjadi lebih kece dan lebih kekinian.,3
"Kampusnya teduh, bangunannya bagus",5
"kurangnya pengawasan terhadap gedung-gedung, banyak sampah dan rumput liarnya",1
aku silaturahmi di kampus ini sungguh mengagumkan,5
banyak gedung-gedungnya yang tidak dirawat.,4
Pernah jadi anak kampus disini kemarin....,5
kampus utama universitas mulawarman,5
Penjadwalan pembayaran juga aneh karna mepet waktu setelah validasi besoknya hari terakhir pembayaran udah kaya bikin candi,1
penggolongan ukt itu ga sesuai,1
Banyak pilihan jurusan ketika anda ingin melanjutkan bangku perkuliahan,4
Berpacu dengan waktu ayo lari jangan jalan ditempat!!!,3
Almamater yang saya banggakan!Tidak kalah dengan univ. lainnya.,5
akreditasi nya sekarang udah unggul unmul,5
akreditasinya bagus tapi tidak untk isinya kalau yang sdah jadi mahasiswa udah pasti tau,2
Kampusku dooong iniii,5
Dalam kompleks kampus lengkap ada fasilitas perpustakaan ruang rapat aula yg besar guests house kantin dan juga toko ATK untuk fotokopi dan jilid tugas atau skripsi. Kompleks masjid juga bagus loh,5
Gunung Kelua Samarinda ini sering kali mengalami kebanjiran hingga menghentikan kegiatan perkuliahan.,3
sering ngadain event berbayar banyak mahasiswa yang mau ikut tapi terhalang ekonomi atau dana,3
"Keren, untuk hari ini, banyak gedung lagi dalam masa renovasi",5
kereennnn,4
Keperluan dan kepentingan yang berhubungan dengan Akademik dan non-akademik,5
Luas,5
Luas juga.,4
"Teduh, asri, dan sangat hijau.",5
Terus berkembang unmul ku,4
Tempatnya sangat strategis di tengah kota Samarinda,5
lumayan lah tapi g trlalu bgus,3
pernah kuliah disini rasanya pngn cepat lulus karna ukt ku dulu mahal modal nekat pengen kuliah dulu jdi harus lah kalian rajin rajin kuliahnya,4
Mau kuliah langsung aja keisni,4
"Kampus lain juga banyak kok yang bagus ga harus di unmul, kampus negeri tapi serasa kaya swasta",2
bgss,4
mantapp,5
oke,4
when ya,5
Almamater aq,5
sekarang unmul udah banyak perubahan ya,5
unggul unmulku,5
perkuliahan yang kondusif dan semangat kekeluargaan membuat saya betah,5
kapan adain fast lagi min unmul ? aku nungguin,4
bagus banget padahal diunmul ini tapi ya itulah pasti kalian tau,3
pertukaran mahasiswa banyak memberikan aku pelajaran berharga terima kasih unmul,5
"kapan kapan joging deh kalian di jalan unmul dekat fib itu enak adem, nanti bisa nongkrong didekat bundaran unmul",5
nyaman dn bersih,5
senang sedih di unmul,4
kerenn good bngt,4
baguss,4
bangunannya bags,5
aku disini😊😊😊,5
fasilitasnya cukup oke dan banyak lengkap juga,5
ukt mahal tapi spidol aja ga sanggup beli,1
ukt bisa aja gratis,4
aku pengen kuliah d unmul tapi kurang dari ekonomi kemarin dijanjikan gratis tapi belum ada kabar nya sampai sekarang,1
Univ terkece sih ini,5
luass univ unmul dimna mna,5
sering lewat unmul kalau mau pulang jadi nostalgia,5
Universitas “Mulawarman” kampus terbaik di Kalimantan Timur banyak dari daerah lain kuliah disini😊😊😊,5
"Univ. neg. tertua di kaltim. Udah akreditasi A. Cocok utk pengembangan pendidikan, wawasan, keilmuan calon pemimpin masa depan.....
👌👌👌",5
akreditasi A di Kalimantan timur yang pertama,5
akreditasi A dari Ban-PT lokasi yg strategis nan  asri banyak pohon,5
cukup baikk,3
awal maba sampai sekarang udah banyak perkembangan,5
kemahalan ga sesuai sama ketepatan ekonomi,1
Tempat kuliah mimin ni 🔥🔥,5
Kuliahh,4
lagi libur kuliah,5
gua mau kuliah sini,5
tahun ini saya bisa lanjud kuliah di FK,5
saya kuliah disini :D,5
bangga pernah kuliah di universitas mulawarman kampus terbesar,5
wawwww,4
wow,5
gue suka di unmul,5
tutor sukses dong,5
tutor bisa masuk unmul,5
terima banyak mahasiswa tapi ga sesuai sama kapasitas,1
reunian sama teman teman kuliah disini unmul memang penuh kenangan,5
"ada fakultas yang sudah ada di kampus ini FISIP, Pertanian, Kehutanan, Keguruan dan Ilmu Pendidikan, Perikanan dan Ilmu Kelautan, MIPA, Hukum, Teknik dan lain-lain. ",3
tampilan gerbang utama kampus jadi lebih kece,5
"cukup lengkap seperti laboratorium, perpustakaan, dan juga saat ini ada 4 Bank ",5
banyak kesempatan beasiswa,4
"mengalami masalah biaya, jangan khawatir disini banyak yang keterima beasiswa",5
Kampus yg isinya orang sombong apalagi fakultas ....,2
rata-rata prodi terakreditasi B tapi ga sedikit juga yang akreditasnya sudah unggul,5
beberapa kantin yang layak untuk dicoba banyak yang enak juga eh kalian harus coba ke kantin kanting tiap fakultas,5
kampus yang tersebar di wilayah Samarinda.,5
dosennya sering telat tapi kalau mahasiswa telat di suruh keluar ga semua dosen tapi pasti mahasiswa pernah merasakan,3
pilihlah prodi sesuai dengan minat dan bakat kalian,5
kampus yang masih dalam kota dekat juga sama tempat makan gitu,4
nyari kos dekat unmul,5
banyak sampah dan rumput liarny,1
sudah lama disini ga dilulus luluskan,2
kagum sama kampus ini besar dan luas,5
ga semua bisa kuliah di unmul,4
gatau kenapa setiap di tanya kuliah dimna kalau jawab unmul merka langsung kaget mungkin karena unmul kampus terbaik,5
kampus akuuuuuuuuuu tercinta,5
makasih unmul dah terima,5
kapan ya bisa ke unmul,4
pernah tersesat di unmul sakin luasnya heh,4
dari kaltara nih masuk unmul,5
Kalimantan Timur punya kampus besar yaitu unmul yang cukp terkenal,5
perlu untuk dijadikan konsep kampus modern,5
Sipp👍 mantapp,5
baguss👍 👍 👍 👍,5
Kampus keren❤️,5
banyak yang cantik dan gantng di unmul,5
aku salah satu mahsiswa di unmul,5
ayoo keliling unmul yang belum pernah aku ajak,5
seru banget disini,4
masuk unmul karena fisip,5
bagus 👍❤️ suka,5
kampus tercinta👍❤️,5
suka sama kampus ini karena keren,5
